word,boundaries,gloss,lemma,POS,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
906,,,,,,,
itken er kiltulďennə.,,,,,,,
Только ты тут глазами лупаешь.,,,,,,,
,,,,,,,
itken,itken,,,,,,
er,er,dem.prox,erek,ADV,,,
kiltulďennə,kiltulďennə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
907,,,,,,,
"eďi, iwerennə!",,,,,,,
Ну уж не перегибай!,,,,,,,
,,,,,,,
eďi,e-ďi,neg.aux-imp,edej,VERB,,,
",",,,,PUNCT,,,
iwerennə,iweren-nə,перегибать-cvb.neg,,VERB,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
908,,,,,,,
karaŋčidan!,,,,,,,
Вытаращился!,,,,,,,
,,,,,,,
karaŋčidan,karaŋčidan,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
909,,,,,,,
gonelə inmač ďalbi!,,,,,,,
Иди зови своих.,,,,,,,
,,,,,,,
gonelə,gonelə,,,,,,
inmač,inma-č,быстрый-ins,inmač,ADV,,,
ďalbi,ďalbi,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
910,,,,,,,
ok bi alatčim.,,,,,,,
А то мне некогда.,,,,,,,
,,,,,,,
ok,ok,когда,,ADV,,,
bi,bi,я,bi,PRON,,,
alatčim,alatčim,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
911,,,,,,,
kiltereŋčiden...,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
kiltereŋčiden,kiltereŋčiden,,,,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
912,,,,,,,
- onteč bisennə...,,,,,,,
— Ну даёшь...,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
onteč,onteč,как.же,,ADV,,,
bisennə,bi-se-nnə,быть-nfut-2sg,bidej,VERB,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
913,,,,,,,
tar idleken edŋes ďubur taŋmi.,,,,,,,
Но вряд ли сосчитаешь...,,,,,,,
,,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
idleken,idleken,всё.же,,ADV,,,
edŋes,edŋes,,,,,,
ďubur,ďubur,,,,,,
taŋmi,taŋmi,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
914,,,,,,,
"osikatal jaldəwen, baldun utelne...",,,,,,,
"Звёзды, что, они блестят...",,,,,,,
,,,,,,,
osikatal,osikatal,,,,,,
jaldəwen,ja-ldəwen,что-nmz.tool,,NOUN,,,
",",,,,PUNCT,,,
baldun,bald-u-⊘-n,родиться-ad-nfut-3sg,baldadaj,VERB,,,
utelne,utelne,,,,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
915,,,,,,,
- ok čukelden.,,,,,,,
— Поменьше болтай!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ok,ok,когда,,ADV,,,
čukelden,čukelden,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
916,,,,,,,
inmač!,,,,,,,
Давай!,,,,,,,
,,,,,,,
inmač,inma-č,быстрый-ins,inmač,ADV,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
917,,,,,,,
čaklə!,,,,,,,
Собери!,,,,,,,
,,,,,,,
čaklə,čaklə,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
918,,,,,,,
amnak!,,,,,,,
Быстро!,,,,,,,
,,,,,,,
amnak,amnak,быстро,amnak,ADV,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
919,,,,,,,
ďubudeku!,,,,,,,
Успеть надо!,,,,,,,
,,,,,,,
ďubudeku,ďubudeku,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
920,,,,,,,
adarilča narga gobon.,,,,,,,
Тюлень исчез.,,,,,,,
,,,,,,,
adarilča,adarilča,,,,,,
narga,narga,нерпа,narga,NOUN,,,
gobon,gobon,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
921,,,,,,,
ule bidei eweldellen:,,,,,,,
Лиса же весело запела:,,,,,,,
,,,,,,,
ule,ule,лиса,uličan,PROPN,,,
bidei,bi-de-i,быть-purp-poss.refl.sg,bidej,VERB,,,
eweldellen,eweldellen,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
922,,,,,,,
"bi taŋďimnu, kiso!",,,,,,,
"Я сосчитаю, кисо!",,,,,,,
,,,,,,,
bi,bi,я,bi,PRON,,,
taŋďimnu,taŋďimnu,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
923,,,,,,,
"kuluɲa narga, kiso!",,,,,,,
"Тюлень глупый, кисо!",,,,,,,
,,,,,,,
kuluɲa,kuluɲa,,,,,,
narga,narga,нерпа,narga,NOUN,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
924,,,,,,,
"nusmaləsen, kiso!",,,,,,,
"По вашим мордам, кисо!",,,,,,,
,,,,,,,
nusmaləsen,nusmaləsen,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
925,,,,,,,
"isčim ďulai, kiso!",,,,,,,
"Домой доберусь, кисо!",,,,,,,
,,,,,,,
isčim,isčim,,,,,,
ďulai,ďu-la-i,дом-loc-poss.refl.sg,d'u,NOUN,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
926,,,,,,,
jami dəlel erelə ičulle.,,,,,,,
Тут показались головы.,,,,,,,
,,,,,,,
jami,jami,почему,jami,ADV,,,
dəlel,dəlel,,,,,,
erelə,ere-lə,dem.prox-loc,erek,ADV,,,
ičulle,ičulle,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
927,,,,,,,
mudetət bičen ilewuč.,,,,,,,
Даже воды не видно.,,,,,,,
,,,,,,,
mudetət,mudetət,,,,,,
bičen,bičen,,,,,,
ilewuč,i-le=wuč,dem.q-loc=indef,irek,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
928,,,,,,,
"narga, oknəna, uletki ičimelden:",,,,,,,
"Тюлень, довольный, на Лису поглядывает:",,,,,,,
,,,,,,,
narga,narga,нерпа,narga,NOUN,,,
",",,,,PUNCT,,,
oknəna,oknəna,,,,,,
",",,,,PUNCT,,,
uletki,ule-tki,лиса-dir,uličan,PROPN,,,
ičimelden,iči-me-l-de-n,видеть-plur-inch-nfut-3sg,ičimdej,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
929,,,,,,,
"- ge, onka-an?",,,,,,,
— Ну как?,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ge,ge,ну,ge,PART,,,
",",,,,PUNCT,,,
onka-an,,,,,,,
onka,onka,,,,,,
an,an,,,,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
930,,,,,,,
erek uigel.,,,,,,,
Это только верхние.,,,,,,,
,,,,,,,
erek,erek,dem.prox,erek,ADV,,,
uigel,uigel,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
931,,,,,,,
unet ergegelbe ilukanďim.,,,,,,,
И нижних подниму.,,,,,,,
,,,,,,,
unet,unet,ещё,unet,ADV,,,
ergegelbe,ergegelbe,,,,,,
ilukanďim,ilukanďim,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
932,,,,,,,
- erelbekene eleken ďisčin.,,,,,,,
— Пока этих довольно.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
erelbekene,erelbekene,,,,,,
eleken,eleken,достаточный,eleken,ADJ,,,
ďisčin,ďisčin,достаточно,,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
933,,,,,,,
dalta čipčutač umenelki odekesen dumŋekle.,,,,,,,
Расположитесь поплотнее в одну линию до берега.,,,,,,,
,,,,,,,
dalta,dalta,,,,,,
čipčutač,čipčutač,,,,,,
umenelki,umenelki,одинаково,,ADV,,,
odekesen,odekesen,,,,,,
dumŋekle,dumŋekle,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
934,,,,,,,
"erelepki on taŋďim, otasoďim.",,,,,,,
"Вкруговую считать неудобно, могу ошибиться.",,,,,,,
,,,,,,,
erelepki,erelepki,,,,,,
on,on,как,on,ADV,,,
taŋďim,taŋďim,,,,,,
",",,,,PUNCT,,,
otasoďim,otasoďim,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
935,,,,,,,
inmač ognelle!,,,,,,,
Давайте по-проворному!,,,,,,,
,,,,,,,
inmač,inma-č,быстрый-ins,inmač,ADV,,,
ognelle,ognelle,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
936,,,,,,,
"čurgun, čurgun!",,,,,,,
"Ровнее, ровнее!!!",,,,,,,
,,,,,,,
čurgun,čurgun,прямой,,ADJ,,,
",",,,,PUNCT,,,
čurgun,čurgun,прямой,,ADJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
937,,,,,,,
təwen!,,,,,,,
Не шевелиться!,,,,,,,
,,,,,,,
təwen,təwen,спокойный,,ADJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
938,,,,,,,
tək!,,,,,,,
Начинаю!,,,,,,,
,,,,,,,
tək,tək,сейчас,t'ek,ADV,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
939,,,,,,,
ule melun - ďelŋen dəlduk dəlteki.,,,,,,,
Лиса прыг-скок с головы на голову:,,,,,,,
,,,,,,,
ule,ule,лиса,uličan,PROPN,,,
melun,melun,,,,,,
-,,,,PUNCT,,,
ďelŋen,ďelŋen,,,,,,
dəlduk,dəlduk,,,,,,
dəlteki,dəlteki,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
940,,,,,,,
"- umen-ďur, ilan-ďur, umen-ďur...",,,,,,,
"— Раз-два, три-два, раз-два...",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
umen-ďur,,один-два,ɵmen-d'ur,NUM,,,
umen,umen,один,ɵmen,NUM,,,
ďur,ďur,два,д'ɵр,NUM,,,
",",,,,PUNCT,,,
ilan-ďur,,три-два,,NUM,,,
ilan,ilan,,,,,,
ďur,ďur,два,д'ɵр,NUM,,,
",",,,,PUNCT,,,
umen-ďur,,один-два,ɵmen-d'ur,NUM,,,
umen,umen,один,ɵmen,NUM,,,
ďur,ďur,два,д'ɵр,NUM,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
941,,,,,,,
"- ule, on točin taŋennə.",,,,,,,
"— Лиса, не так считаешь.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ule,ule,лиса,uličan,PROPN,,,
",",,,,PUNCT,,,
on,on,как,on,ADV,,,
točin,točin,,,,,,
taŋennə,taŋennə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
942,,,,,,,
- čajak!,,,,,,,
— Чаяк!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
čajak,čajak,intj,čajak,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
943,,,,,,,
oittan!,,,,,,,
Не мешай!,,,,,,,
,,,,,,,
oittan,oittan,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
944,,,,,,,
"umen-ďur, - ule ďelŋet adəda dəl ojdelən.",,,,,,,
"Один-два, ах, ошиблась, пять-четыре, — прыгает лиса сразу через несколько голов.",,,,,,,
,,,,,,,
umen-ďur,,один-два,ɵmen-d'ur,NUM,,,
umen,umen,один,ɵmen,NUM,,,
ďur,ďur,два,д'ɵр,NUM,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
ule,ule,лиса,uličan,PROPN,,,
ďelŋet,ďelŋet,,,,,,
adəda,adəda,,,,,,
dəl,dəl,,,,,,
ojdelən,oj-delə-n,поверхность-loc-poss.3sg,oj,ADP,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
945,,,,,,,
- munude?,,,,,,,
— А нас?!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
munude,munude,,,,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
946,,,,,,,
- jaw nawaləs!,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
jaw,ja-w,что-acc,jak,NOUN,,,
nawaləs,nawaləs,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
947,,,,,,,
"təket, təket.",,,,,,,
"— Сейчас, сейчас!",,,,,,,
,,,,,,,
təket,təke=t,сейчас=ptcl,tek,ADV,,,
",",,,,PUNCT,,,
təket,təke=t,сейчас=ptcl,tek,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
948,,,,,,,
"bi mendečči, umen-ďur, ero, otarapa, tunnen-dəgen.",,,,,,,
"Один-два, три-два.",,,,,,,
,,,,,,,
bi,bi,я,bi,PRON,,,
mendečči,mendečči,,,,,,
",",,,,PUNCT,,,
umen-ďur,,один-два,ɵmen-d'ur,NUM,,,
umen,umen,один,ɵmen,NUM,,,
ďur,ďur,два,д'ɵр,NUM,,,
",",,,,PUNCT,,,
ero,ero,вот,ero,PART,,,
",",,,,PUNCT,,,
otarapa,otarapa,,,,,,
",",,,,PUNCT,,,
tunnen-dəgen,,,,,,,
tunnen,tunnen,,,,,,
dəgen,dəgen,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
949,,,,,,,
dəlur kaŋtarasukan!,,,,,,,
Головы держите покрепче!,,,,,,,
,,,,,,,
dəlur,dəl-ur,голова-poss.refl.pl,дыл,NOUN,,,
kaŋtarasukan,kaŋtarasukan,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
950,,,,,,,
buŋɲol!,,,,,,,
Тупоголовые!,,,,,,,
,,,,,,,
buŋɲol,buŋɲo-l,тупой-pl,,ADJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
951,,,,,,,
"ilen-ďur, dəgen.",,,,,,,
"Четыре-пять, пять...",,,,,,,
,,,,,,,
ilen-ďur,,,,,,,
ilen,ilen,,,,,,
ďur,ďur,два,д'ɵр,NUM,,,
",",,,,PUNCT,,,
dəgen,dəgen,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
952,,,,,,,
- jak ďapkaďin.,,,,,,,
— Не всех считаешь.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
jak,jak,что,jak,NOUN,,,
ďapkaďin,ďapkaďin,подробно,дяпкадин,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
953,,,,,,,
umenelki čelewen.,,,,,,,
Надо подряд.,,,,,,,
,,,,,,,
umenelki,umenelki,одинаково,,ADV,,,
čelewen,čelewen,,,ADJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
954,,,,,,,
- na-anda otaram!,,,,,,,
— Опять сбилась.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
na-anda,,,,,,,
na,na,,,,,,
anda,anda,,,,,,
otaram,otaram,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
955,,,,,,,
umen-ďur.,,,,,,,
Один-два.,,,,,,,
,,,,,,,
umen-ďur,,один-два,ɵmen-d'ur,NUM,,,
umen,umen,один,ɵmen,NUM,,,
ďur,ďur,два,д'ɵр,NUM,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
956,,,,,,,
tək turekle ŋenďim tar neič nan.,,,,,,,
Вот до земли дойду и снова начну.,,,,,,,
,,,,,,,
tək,tək,сейчас,t'ek,ADV,,,
turekle,turekle,,,,,,
ŋenďim,ŋenďim,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
neič,nei-č,новый-ins,снова,ADV,,,
nan,nan,и,,CCONJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
957,,,,,,,
tarbatta emker ičullen.,,,,,,,
Вот и берег виден.,,,,,,,
,,,,,,,
tarbatta,tarbat=ta,тогда=add,tarbat,ADV,,,
emker,emker,,,,,,
ičullen,ič-u-l-le-n,видеть-ad-inch-nfut-3sg,ičudej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
958,,,,,,,
mannuďannan taŋalan bidei.,,,,,,,
Торопится счётчица.,,,,,,,
,,,,,,,
mannuďannan,mannuďannan,,,,,,
taŋalan,taŋalan,,,,,,
bidei,bi-de-i,быть-purp-poss.refl.sg,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
959,,,,,,,
"adərada bakarkijattən, buŋes mule.",,,,,,,
"Уж сколько раз поскользнулась, падала в воду.",,,,,,,
,,,,,,,
adərada,adərada,,,,,,
bakarkijattən,bakarkijattən,,,,,,
",",,,,PUNCT,,,
buŋes,buŋes,intj,buŋes,INTJ,,,
mule,mu-le,вода-loc,mɵ,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
960,,,,,,,
- onteč nusmasan buŋɲol!,,,,,,,
— И что за тупые головы у вас!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
onteč,onteč,как.же,,ADV,,,
nusmasan,nusmasan,,,,,,
buŋɲol,buŋɲo-l,тупой-pl,,ADJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
961,,,,,,,
"umen-ďur, ilan-ďur...",,,,,,,
"Один-два, три-два...",,,,,,,
,,,,,,,
umen-ďur,,один-два,ɵmen-d'ur,NUM,,,
umen,umen,один,ɵmen,NUM,,,
ďur,ďur,два,д'ɵр,NUM,,,
",",,,,PUNCT,,,
ilan-ďur,,три-два,,NUM,,,
ilan,ilan,,,,,,
ďur,ďur,два,д'ɵр,NUM,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
962,,,,,,,
tačin tar nargal dəlləten taklarin ulejakan ulepčan tətkatmi maranŋač uteprun.,,,,,,,
"Так по тюленьим головам и прошла Лиса до суши, выскочила на берег, отряхнулась, аж брызги радугой засверкали.",,,,,,,
,,,,,,,
tačin,tačin,так,tačin,ADV,,,
tar,tar,dem.dist,tarak,ADV,,,
nargal,narga-l,тюлень-pl,,NOUN,,,
dəlləten,dəlləten,,,,,,
taklarin,taklarin,,,,,,
ulejakan,ule-jakan,лиса-dim.pej,uličan,PROPN,,,
ulepčan,ulepčan,,,,,,
tətkatmi,tətkatmi,,,,,,
maranŋač,maranŋač,,,,,,
uteprun,ute-pru-⊘-n,сверкать-idk-nfut-3sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
963,,,,,,,
irgei kiɲarkinnə tar nan emkerlə umetenesnen.,,,,,,,
Потом хвост трубой и по обрыву зарысила.,,,,,,,
,,,,,,,
irgei,irge-i,хвост-poss.refl.sg,,NOUN,,,
kiɲarkinnə,kiɲa-r-ki-n-nə,держать.хвост.торчком-intr-plur-nfut-3sg,,VERB,,,
tar,tar,dem.dist,tarak,ADV,,,
nan,nan,и,,CCONJ,,,
emkerlə,emkerlə,,,,,,
umetenesnen,umetene-s-ne-n,бежать.галопом-mom-nfut-3sg,,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
964,,,,,,,
"ilken oknem, kiso, neič odəi, kiso!",,,,,,,
"Как я рада, кисо, вновь очутиться, кисо!",,,,,,,
,,,,,,,
ilken,ilken,вот.как,ilken,PART,,,
oknem,oknem,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
neič,nei-č,новый-ins,снова,ADV,,,
odəi,odəi,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
965,,,,,,,
"ďuskennələi, kiso, irgen bimnən, kiso!",,,,,,,
"На твёрдой земле, кисо, хвостом крутить, кисо!",,,,,,,
,,,,,,,
ďuskennələi,ďuskennələi,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
irgen,irge-n,хвост-poss.3sg,irge,NOUN,,,
bimnən,bi-mnən,быть-prior,bidej,VERB,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
966,,,,,,,
"bugeren ejedukun ule, edlei gobor isegla, irken nargal karančalteki:",,,,,,,
"С высокого бугра Лиса, прежде чем скрыться в лес, крикнула оторопевшим тюленям:",,,,,,,
,,,,,,,
bugeren,bugeren,бугор,бугун,NOUN,,,
ejedukun,eje-duk-un,верхушка-abl-poss.3sg,eje,ADP,,,
ule,ule,лиса,uličan,PROPN,,,
",",,,,PUNCT,,,
edlei,e-dle-i,neg.aux-neg.term-poss.refl.sg,edej,VERB,,,
gobor,gobor,,,,,,
isegla,iseg-la,лес-loc,,NOUN,1183,,
",",,,,PUNCT,,,
irken,irke-∅-n,закричать-nfut-3sg,,VERB,,,
nargal,narga-l,тюлень-pl,,NOUN,,,
karančalteki,karančalteki,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
967,,,,,,,
— aisa!,,,,,,,
Молодцы!,,,,,,,
,,,,,,,
—,—,,,,,,
aisa,aisa,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
968,,,,,,,
ilkente beles minu mer kuluɲalďur dəlmijalďur!,,,,,,,
Выручили меня вашими глупыми мордами!,,,,,,,
,,,,,,,
ilkente,ilken=te,вот.как=add,ilken,PART,,,
beles,beles,,,,,,
minu,min-u,я.obl-acc,bi,PRON,,,
mer,me-r,refl-pl,meni,PRON,,,
kuluɲalďur,kuluɲalďur,,,,,,
dəlmijalďur,dəlmijalďur,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
969,,,,,,,
bisolle!,,,,,,,
"Пучеглазые, теперь я живу!",,,,,,,
,,,,,,,
bisolle,bisolle,,,,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
970,,,,,,,
"urepel tačin badəduk giterre, eregle kiltulďer od.",,,,,,,
"Те от такой наглости застыли, вытаращив глаза.",,,,,,,
,,,,,,,
urepel,urepe-l,тот-pl,,PRON,,,
tačin,tačin,так,tačin,ADV,,,
badəduk,badəduk,,,,,,
giterre,giterre,,,,,,
",",,,,PUNCT,,,
eregle,eregle,совсем,eregle,ADV,,,
kiltulďer,kiltulďer,,,,,,
od,od,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
971,,,,,,,
"adarilmi dəlur kaptariten eregle, temi nan illeleten nabganən.",,,,,,,
"Прижали от стыда головы так, что они срослись с туловищем.",,,,,,,
,,,,,,,
adarilmi,adarilmi,,,,,,
dəlur,dəl-ur,голова-poss.refl.pl,дыл,NOUN,,,
kaptariten,kaptariten,,,,,,
eregle,eregle,совсем,eregle,ADV,,,
",",,,,PUNCT,,,
temi,temi,поэтому,temi,ADV,,,
nan,nan,и,,CCONJ,,,
illeleten,illeleten,,,,,,
nabganən,nabganən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
972,,,,,,,
taduk nam ojdelən irekləde uldewačillen:,,,,,,,
А над морем разносилось:,,,,,,,
,,,,,,,
taduk,ta-duk,dem.dist-abl,tarak,ADV,,,
nam,nam,море,nam,NOUN,,,
ojdelən,oj-delə-n,поверхность-loc-poss.3sg,oj,ADP,,,
irekləde,ireklə=de,чёткий=add,,ADJ,,,
uldewačillen,uldewačillen,,,,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
973,,,,,,,
"etende koker, kiso, ule awkalan, kiso.",,,,,,,
"Не пропадёт нигде, кисо, лиса-хитрунья, кисо!",,,,,,,
,,,,,,,
etende,e-te-n=de,neg.aux-nfut-3sg=add,edej,VERB,,,
koker,koker,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
ule,ule,лиса,uličan,PROPN,,,
awkalan,awkalan,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
974,,,,,,,
"temi čeleləi, kiso, minu amalkar, kiso!",,,,,,,
"Не зря среди зверей, кисо, везде я славлюсь, кисо!!!",,,,,,,
,,,,,,,
temi,temi,поэтому,temi,ADV,,,
čeleləi,čeleləi,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
",",,,,PUNCT,,,
minu,min-u,я.obl-acc,bi,PRON,,,
amalkar,amalkar,,,,,,
",",,,,PUNCT,,,
kiso,kiso,intj,kiso,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
975,,,,,,,
*****,глоссированная форма,,,POS,,,
*****,глоссированная форма,,,POS,,,
,,,,,,,
*****,глоссированная форма,,,POS,,,
,,,,,,,
,,,,,,,
976,,,,,,,
10.. ule-kusčilen,,,,,,,
10.. Лиса-пастушка,,,,,,,
,,,,,,,
10..,10..,,,,,,
ule-kusčilen,,,,,,,
ule,ule,лиса,uličan,PROPN,,,
kusčilen,kusčilen,,,,,,
,,,,,,,
,,,,,,,
977,,,,,,,
Pačinnoj kusčidden orčarbi.,,,,,,,
Пачинной выпасал своих оленей.,,,,,,,
,,,,,,,
Pačinnoj,Pačinnoj,Пачинной,Pačinnoj,PROPN,,,
kusčidden,kusčidden,,,,,,
orčarbi,orčarbi,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
978,,,,,,,
"tar abalkaja bisiten, usilemne dən.",,,,,,,
"И было-то их мало, не больше одной связки.",,,,,,,
,,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
abalkaja,abalkaja,,,,,,
bisiten,bisiten,,,,,,
",",,,,PUNCT,,,
usilemne,usilemne,,,,,,
dən,dən,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
979,,,,,,,
"itten, uləčan ičusnen, tutten ŋuneč noŋgidatkin, jawučta ŋowannəkan mukellekaglə.",,,,,,,
"Видит, Лиса появилась, бежит прямо в его сторону, вынюхивая что-то под кочками.",,,,,,,
,,,,,,,
itten,it-te-n,видеть-nfut-3sg,ittej,VERB,,,
",",,,,PUNCT,,,
uləčan,uləčan,лисица,uličan,NOUN,,,
ičusnen,ič-u-sne-⊘-n,видеть-ad-mom-nfut-3sg,ičusnedej,VERB,,,
",",,,,PUNCT,,,
tutten,tut-te-n,бежать-nfut-3sg,,VERB,,,
ŋuneč,ŋuneč,прямо,,ADV,,,
noŋgidatkin,noŋgidatkin,,,,,,
",",,,,PUNCT,,,
jawučta,jawučta,,,,,,
ŋowannəkan,ŋowan-nəkan,нюхать-sim.sg,,VERB,,,
mukellekaglə,mukellekaglə,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
980,,,,,,,
"dələ ďajuttə urečin, umen irgen kiniprun.",,,,,,,
"Голову будто прячет, один только хвост мелькает.",,,,,,,
,,,,,,,
dələ,dəl-ə,голова-poss.refl.sg,дыл,NOUN,,,
ďajuttə,ďajuttə,,,,,,
urečin,urečin,похожий,,ADJ,,,
",",,,,PUNCT,,,
umen,umen,один,ɵmen,NUM,,,
irgen,irge-n,хвост-poss.3sg,irge,NOUN,,,
kiniprun,kiniprun,,,,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
981,,,,,,,
asukutkan etə kendula nadnə nan olsan bidei g'eŋasnan:,,,,,,,
Чуть ли не уткнулась в старика и как бы от неожиданности испуганно взвизгнула:,,,,,,,
,,,,,,,
asukutkan,asuku=tkan,чуть.не=restr,asukut,ADV,,,
